_time,_value
2021-04-07 19:05:00+00:00,41.0
2021-04-07 19:10:00+00:00,41.0
2021-04-07 19:15:00+00:00,41.0
2021-04-07 19:20:00+00:00,41.0
2021-04-07 19:25:00+00:00,41.0
2021-04-07 19:30:00+00:00,41.0
2021-04-07 19:35:00+00:00,41.0
2021-04-07 19:40:00+00:00,41.0
2021-04-07 19:45:00+00:00,41.0
2021-04-07 19:50:00+00:00,41.0
2021-04-07 19:55:00+00:00,41.0
2021-04-07 20:00:00+00:00,41.0
2021-04-07 20:05:00+00:00,41.0
2021-04-07 20:10:00+00:00,41.0
2021-04-07 20:15:00+00:00,41.0
2021-04-07 20:20:00+00:00,41.0
2021-04-07 20:25:00+00:00,41.0
2021-04-07 20:30:00+00:00,41.0
2021-04-07 20:35:00+00:00,41.0
2021-04-07 20:40:00+00:00,41.0
2021-04-07 20:45:00+00:00,41.0
2021-04-07 20:50:00+00:00,41.0
2021-04-07 20:55:00+00:00,41.0
2021-04-07 21:00:00+00:00,41.0
2021-04-07 21:05:00+00:00,41.0
2021-04-07 21:10:00+00:00,41.0
2021-04-07 21:15:00+00:00,41.0
2021-04-07 21:20:00+00:00,41.0
2021-04-07 21:25:00+00:00,41.0
2021-04-07 21:30:00+00:00,41.0
2021-04-07 21:35:00+00:00,41.0
2021-04-07 21:40:00+00:00,40.851851851851855
2021-04-07 21:45:00+00:00,40.0
2021-04-07 21:50:00+00:00,40.0
2021-04-07 21:55:00+00:00,40.0
2021-04-07 22:00:00+00:00,39.03448275862069
2021-04-07 22:05:00+00:00,39.0
2021-04-07 22:10:00+00:00,39.0
2021-04-07 22:15:00+00:00,39.3448275862069
2021-04-07 22:20:00+00:00,40.0
2021-04-07 22:25:00+00:00,40.0
2021-04-07 22:30:00+00:00,40.0
2021-04-07 22:35:00+00:00,40.0
2021-04-07 22:40:00+00:00,40.0
2021-04-07 22:45:00+00:00,40.0
2021-04-07 22:50:00+00:00,40.0
2021-04-07 22:55:00+00:00,40.0
2021-04-07 23:00:00+00:00,40.0
2021-04-07 23:05:00+00:00,40.0
2021-04-07 23:10:00+00:00,40.0
2021-04-07 23:15:00+00:00,40.0
2021-04-07 23:20:00+00:00,40.0
2021-04-07 23:25:00+00:00,40.0
2021-04-07 23:30:00+00:00,40.0
2021-04-07 23:35:00+00:00,40.0
2021-04-07 23:40:00+00:00,40.0
2021-04-07 23:45:00+00:00,40.0
2021-04-07 23:50:00+00:00,40.0
2021-04-07 23:55:00+00:00,40.0
2021-04-08 00:00:00+00:00,40.0
2021-04-08 00:05:00+00:00,40.0
2021-04-08 00:10:00+00:00,40.0
2021-04-08 00:15:00+00:00,40.0
2021-04-08 00:20:00+00:00,40.0
2021-04-08 00:25:00+00:00,40.0
2021-04-08 00:30:00+00:00,40.0
2021-04-08 00:35:00+00:00,40.0
2021-04-08 00:40:00+00:00,40.0
2021-04-08 00:45:00+00:00,40.0
2021-04-08 00:50:00+00:00,40.0
2021-04-08 00:55:00+00:00,40.0
2021-04-08 01:00:00+00:00,40.0
2021-04-08 01:05:00+00:00,40.0
2021-04-08 01:10:00+00:00,40.0
2021-04-08 01:15:00+00:00,40.0
2021-04-08 01:20:00+00:00,40.0
2021-04-08 01:25:00+00:00,40.0
2021-04-08 01:30:00+00:00,40.0
2021-04-08 01:35:00+00:00,40.0
2021-04-08 01:40:00+00:00,40.310344827586206
2021-04-08 01:45:00+00:00,40.7
2021-04-08 01:50:00+00:00,40.48275862068966
2021-04-08 01:55:00+00:00,40.275862068965516
2021-04-08 02:00:00+00:00,40.0
2021-04-08 02:05:00+00:00,40.0
2021-04-08 02:10:00+00:00,40.0
2021-04-08 02:15:00+00:00,40.0
2021-04-08 02:20:00+00:00,40.0
2021-04-08 02:25:00+00:00,40.0
2021-04-08 02:30:00+00:00,40.0
2021-04-08 02:35:00+00:00,40.0
2021-04-08 02:40:00+00:00,40.0
2021-04-08 02:45:00+00:00,40.0
2021-04-08 02:50:00+00:00,40.0
2021-04-08 02:55:00+00:00,40.0
2021-04-08 03:00:00+00:00,40.0
2021-04-08 03:05:00+00:00,40.0
2021-04-08 03:10:00+00:00,40.0
2021-04-08 03:15:00+00:00,40.0
2021-04-08 03:20:00+00:00,40.0
2021-04-08 03:25:00+00:00,40.0
2021-04-08 03:30:00+00:00,40.0
2021-04-08 03:35:00+00:00,40.0
2021-04-08 03:40:00+00:00,40.0
2021-04-08 03:45:00+00:00,40.0
2021-04-08 03:50:00+00:00,40.0
2021-04-08 03:55:00+00:00,40.0
2021-04-08 04:00:00+00:00,40.0
2021-04-08 04:05:00+00:00,40.0
2021-04-08 04:10:00+00:00,40.0
2021-04-08 04:15:00+00:00,40.0
2021-04-08 04:20:00+00:00,40.0
2021-04-08 04:25:00+00:00,40.0
2021-04-08 04:30:00+00:00,40.0
2021-04-08 04:35:00+00:00,40.0
2021-04-08 04:40:00+00:00,40.0
2021-04-08 04:45:00+00:00,40.0
2021-04-08 04:50:00+00:00,40.0
2021-04-08 04:55:00+00:00,40.0
2021-04-08 05:00:00+00:00,40.0
2021-04-08 05:05:00+00:00,40.0
2021-04-08 05:10:00+00:00,40.0
2021-04-08 05:15:00+00:00,40.0
2021-04-08 05:20:00+00:00,40.0
2021-04-08 05:25:00+00:00,40.0
2021-04-08 05:30:00+00:00,40.0
2021-04-08 05:35:00+00:00,40.0
2021-04-08 05:40:00+00:00,40.0
2021-04-08 05:45:00+00:00,40.0
2021-04-08 05:50:00+00:00,40.0
2021-04-08 05:55:00+00:00,40.0
2021-04-08 06:00:00+00:00,40.0
2021-04-08 06:05:00+00:00,40.0
2021-04-08 06:10:00+00:00,40.0
2021-04-08 06:15:00+00:00,40.0
2021-04-08 06:20:00+00:00,40.0
2021-04-08 06:25:00+00:00,40.0
2021-04-08 06:30:00+00:00,40.0
2021-04-08 06:35:00+00:00,40.0
2021-04-08 06:40:00+00:00,40.0
2021-04-08 06:45:00+00:00,40.0
2021-04-08 06:50:00+00:00,40.0
2021-04-08 06:55:00+00:00,40.0
2021-04-08 07:00:00+00:00,40.0
2021-04-08 07:05:00+00:00,40.0
2021-04-08 07:10:00+00:00,40.0
2021-04-08 07:15:00+00:00,40.0
2021-04-08 07:20:00+00:00,40.5
2021-04-08 07:25:00+00:00,40.0
2021-04-08 07:30:00+00:00,39.3448275862069
2021-04-08 07:35:00+00:00,39.0
2021-04-08 07:45:00+00:00,39.0
2021-04-08 07:50:00+00:00,39.0
